collection,venueType,feature,category,definition
occupant,,occupant,auditory,"Doctors specializing in the diagnosis and treatment of hearing and balance problems, and other related disorders."
occupant,,occupant,australian,An establishment specializing in Australian cuisine.
occupant,,occupant,australian.modern,A restaurant specializing in contemporary Australian cuisine which may include fusions with other culinary traditions.
occupant,,occupant,austrian,An establishment specializing in Austrian cuisine.
occupant,,occupant,austrian.schnitzel,"A restaurant that primarily specializes in schnitzel, a deep-fried breaded cutlet of meat, typically of veal, mutton, chicken, beef, turkey, reindeer, or pork."
occupant,,occupant,auto.accessibilityequipment,"Businesses specializing in the sale of car equipment, such as van lifts or wheelchairs, designed for the disabled. "
occupant,,occupant,auto.bodyshop,"Auto repair businesses that specialize in cosmetic repairs (e.g. fixing dents, painting, replacing bumpers). For businesses that specialize in window tinting, use autoglass."
occupant,,occupant,auto.carbuyer,Services specializing in the purchase of used cars from private sellers.
occupant,,occupant,auto.carshare,"Businesses that offer vehicles for short term use, such as Zipcar, usually by the hour from various locations in metropolitan areas."
occupant,,occupant,auto.carwash,"Businesses specializing in the washing of cars, usually with mechanical brushes and sometimes focusing on the interior as well. Do not use for auto detailing. "
occupant,,occupant,auto.dealer.boat,"Businesses that sell new or used boats, as well as boat parts. "
occupant,,occupant,auto.dealer.car,"Retail businesses that sell new or used cars, often showcased in large lots. Do not use for businesses with auto repair or body shops attached. "
occupant,,occupant,auto.dealer.motorcycle,"Businesses that sell motorcycles, mopeds, or scooters. "
occupant,,occupant,auto.dealer.rv,"Businesses that sell motorsport vehicles such as ATVs, jet skis, and snowmobiles."
occupant,,occupant,auto.dentrepair.mobile,Mobile businesses that provide on-site repair for automobile dents. 
occupant,,occupant,auto.detailing,"Services providing cleaning, polishing, and washing of automobiles to a show-quality level of detail. "
occupant,,occupant,auto.electric,A business specializing in the repair and troubleshooting of vehicles electrical system
occupant,,occupant,auto.evcharge,
occupant,,occupant,auto.evcharge.dcfast,"An electric vehicle charging type that supersedes Level 1 and Level 2 charging stations, and are designed to charge electric vehicles quickly"
occupant,,occupant,auto.evcharge.tesla,An electric vehicle charging type that only supports charging for Tesla vehicles.
